# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
339954.0000 M254 1000000 2 85954.0000 2 5 n/a N 2->7->5
339958.0000 M332 1000000 2 7958.0000 2 5 n/a N 2->7->5
339962.0000 M123 1000000 2 216962.0000 0 5 n/a N 0->7->5
339966.0000 M209 1000000 1 130966.0000 7 5 n/a N 7->5
339970.0000 M326 1000000 1 13970.0000 7 5 n/a N 7->5
339974.0000 M192 1000000 2 147974.0000 2 5 n/a N 2->7->5
339978.0000 M240 1000000 1 99978.0000 7 5 n/a N 7->5
339982.0000 M176 1000000 1 163982.0000 7 5 n/a N 7->5
339986.0000 M175 1000000 2 164986.0000 0 5 n/a N 0->7->5
339990.0000 M29 1000000 1 310990.0000 7 5 n/a N 7->5
339994.0000 M150 1000000 2 189994.0000 0 5 n/a N 0->7->5
339998.0000 M217 1000000 1 122998.0000 7 5 n/a N 7->5
340002.0000 M127 1000000 1 213002.0000 7 5 n/a N 7->5
340006.0000 M129 1000000 2 211006.0000 2 5 n/a N 2->7->5
340010.0000 M333 1000000 1 7010.0000 5 7 n/a N 5->7
340046.0000 M208 1000000 1 132046.0000 5 7 n/a N 5->7
340851.0000 M288 1000000 1 52851.0000 2 1 n/a N 2->1
340855.0000 M285 1000000 1 55855.0000 2 1 n/a N 2->1
340859.0000 M310 1000000 1 30859.0000 2 1 n/a N 2->1
340864.0000 M316 1000000 1 24864.0000 1 2 n/a N 1->2
340868.0000 M339 1000000 1 1868.0000 1 2 n/a N 1->2
340872.0000 M340 1000000 1 872.0000 1 2 n/a N 1->2
340876.0000 M318 1000000 1 22876.0000 1 2 n/a N 1->2
341992.0000 M126 1000000 1 215992.0000 7 4 n/a N 7->4
343487.0000 M49 1000000 1 294487.0000 1 4 n/a N 1->4
343491.0000 M197 1000000 1 146491.0000 1 4 n/a N 1->4
343495.0000 M231 1000000 1 112495.0000 1 4 n/a N 1->4
343499.0000 M111 1000000 1 232499.0000 1 4 n/a N 1->4
343503.0000 M267 1000000 1 76503.0000 1 4 n/a N 1->4
343507.0000 M107 1000000 1 236507.0000 1 4 n/a N 1->4
343511.0000 M39 1000000 1 304511.0000 1 4 n/a N 1->4
343515.0000 M213 1000000 1 130515.0000 1 4 n/a N 1->4
343520.0000 M94 1000000 1 249520.0000 4 1 n/a N 4->1
343524.0000 M211 1000000 1 132524.0000 4 1 n/a N 4->1
343528.0000 M32 1000000 1 311528.0000 4 1 n/a N 4->1
343532.0000 M261 1000000 1 82532.0000 4 1 n/a N 4->1
343536.0000 M148 1000000 1 195536.0000 4 1 n/a N 4->1
343540.0000 M70 1000000 1 273540.0000 4 1 n/a N 4->1
343544.0000 M90 1000000 1 253544.0000 4 1 n/a N 4->1
343548.0000 M55 1000000 1 288548.0000 4 1 n/a N 4->1
343552.0000 M299 1000000 1 44552.0000 4 1 n/a N 4->1
343556.0000 M108 1000000 1 235556.0000 4 1 n/a N 4->1
344080.0000 M177 1000000 1 167080.0000 5 1 n/a N 5->1
344084.0000 M115 1000000 1 229084.0000 5 1 n/a N 5->1
344088.0000 M241 1000000 1 103088.0000 5 1 n/a N 5->1
344092.0000 M219 1000000 1 125092.0000 5 1 n/a N 5->1
344096.0000 M281 1000000 1 63096.0000 5 1 n/a N 5->1
344101.0000 M255 1000000 1 89101.0000 1 5 n/a N 1->5
344105.0000 M298 1000000 1 46105.0000 1 5 n/a N 1->5
344136.0000 M297 1000000 1 47136.0000 7 4 n/a N 7->4
344140.0000 M323 1000000 2 21140.0000 0 4 n/a N 0->7->4
344144.0000 M83 1000000 2 261144.0000 5 4 n/a N 5->7->4
344148.0000 M293 1000000 2 51148.0000 2 4 n/a N 2->7->4
344152.0000 M169 1000000 2 175152.0000 5 4 n/a N 5->7->4
344156.0000 M296 1000000 2 48156.0000 5 4 n/a N 5->7->4
344160.0000 M26 1000000 2 318160.0000 5 4 n/a N 5->7->4
344164.0000 M270 1000000 1 74164.0000 7 4 n/a N 7->4
344168.0000 M81 1000000 2 263168.0000 0 4 n/a N 0->7->4
344172.0000 M114 1000000 1 230172.0000 7 4 n/a N 7->4
344176.0000 M266 1000000 2 78176.0000 5 4 n/a N 5->7->4
344180.0000 M195 1000000 2 149180.0000 0 4 n/a N 0->7->4
344184.0000 M314 1000000 1 30184.0000 7 4 n/a N 7->4
344188.0000 M188 1000000 1 156188.0000 7 4 n/a N 7->4
345189.0000 M262 1000000 1 83189.0000 7 4 n/a N 7->4
346440.0000 M341 1000000 1 5440.0000 1 0 n/a N 1->0
347421.0000 M338 1000000 1 9421.0000 0 1 n/a N 0->1
347425.0000 M282 1000000 1 65425.0000 0 1 n/a N 0->1
347788.0000 M51 1000000 1 296788.0000 0 7 n/a N 0->7
347816.0000 M85 1000000 1 262816.0000 2 7 n/a N 2->7
347849.0000 M236 1000000 2 111849.0000 5 0 n/a N 5->7->0
347853.0000 M343 1000000 2 4853.0000 0 2 n/a N 0->7->2
347857.0000 M233 1000000 2 114857.0000 5 0 n/a N 5->7->0
347861.0000 M248 1000000 1 99861.0000 7 2 n/a N 7->2
347865.0000 M161 1000000 1 186865.0000 7 2 n/a N 7->2
347869.0000 M166 1000000 2 181869.0000 5 2 n/a N 5->7->2
347873.0000 M61 1000000 1 286873.0000 7 2 n/a N 7->2
347877.0000 M104 1000000 2 243877.0000 5 2 n/a N 5->7->2
347881.0000 M258 1000000 2 89881.0000 5 0 n/a N 5->7->0
347885.0000 M196 1000000 2 151885.0000 5 2 n/a N 5->7->2
347889.0000 M109 1000000 2 238889.0000 5 2 n/a N 5->7->2
347893.0000 M308 1000000 2 39893.0000 5 0 n/a N 5->7->0
347897.0000 M118 1000000 2 229897.0000 5 2 n/a N 5->7->2
347901.0000 M322 1000000 2 25901.0000 5 0 n/a N 5->7->0
347905.0000 M190 1000000 1 157905.0000 7 2 n/a N 7->2
349302.0000 M280 1000000 2 69302.0000 0 5 n/a N 0->7->5
349306.0000 M158 1000000 2 191306.0000 2 5 n/a N 2->7->5
349310.0000 M305 1000000 2 44310.0000 0 5 n/a N 0->7->5
349314.0000 M99 1000000 2 250314.0000 2 5 n/a N 2->7->5
349318.0000 M349 1000000 1 318.0000 7 5 n/a N 7->5
350056.0000 M345 1000000 1 5056.0000 3 7 n/a N 3->7
350060.0000 M331 1000000 1 19060.0000 3 7 n/a N 3->7
350112.0000 M182 1000000 1 168112.0000 3 7 n/a N 3->7
350120.0000 M257 1000000 1 93120.0000 3 7 n/a N 3->7
350132.0000 M253 1000000 1 97132.0000 3 7 n/a N 3->7
350148.0000 M329 1000000 1 21148.0000 3 7 n/a N 3->7
350176.0000 M306 1000000 1 44176.0000 7 3 n/a N 7->3
350180.0000 M303 1000000 2 47180.0000 0 3 n/a N 0->7->3
350184.0000 M239 1000000 1 111184.0000 7 3 n/a N 7->3
350188.0000 M173 1000000 2 177188.0000 3 5 n/a N 3->7->5
350192.0000 M226 1000000 2 124192.0000 3 5 n/a N 3->7->5
350196.0000 M128 1000000 1 222196.0000 7 3 n/a N 7->3
350200.0000 M300 1000000 2 50200.0000 2 3 n/a N 2->7->3
350204.0000 M230 1000000 1 120204.0000 7 3 n/a N 7->3
350208.0000 M272 1000000 2 78208.0000 5 3 n/a N 5->7->3
350212.0000 M180 1000000 2 170212.0000 3 5 n/a N 3->7->5
350216.0000 M302 1000000 2 48216.0000 0 3 n/a N 0->7->3
350220.0000 M348 1000000 2 2220.0000 2 3 n/a N 2->7->3
350224.0000 M40 1000000 1 310224.0000 7 3 n/a N 7->3
350228.0000 M330 1000000 2 20228.0000 5 3 n/a N 5->7->3
350232.0000 M292 1000000 2 58232.0000 2 3 n/a N 2->7->3
350236.0000 M324 1000000 2 26236.0000 3 5 n/a N 3->7->5
351272.0000 M351 1000000 1 272.0000 0 1 n/a N 0->1
354892.0000 M336 1000000 1 18892.0000 1 3 n/a N 1->3
354957.0000 M82 1000000 2 272957.0000 4 5 n/a N 4->7->5
